dataset,file,num_rows_used,mle_time_sec,surrogate_time_sec
n800,788_800_4.csv,800,3.0509533882141113,0.0062298774719238
n800,1140_800_4.csv,800,9.353621006011965,0.0047848224639892
n800,574_800_4.csv,800,11.04952883720398,0.0091347694396972
n800,451_800_4.csv,800,5.806428909301758,0.0481519699096679
n800,497_800_4.csv,800,8.26728081703186,0.0122549533843994
n800,776_800_4.csv,800,13.188915967941284,0.0127749443054199
n800,1053_800_4.csv,800,6.8560028076171875,0.0071110725402832
n800,65_800_4.csv,800,12.589178085327148,0.050588846206665
n800,165_800_4.csv,800,10.363756895065308,0.013646125793457
n800,1196_800_4.csv,800,2.454982042312622,0.0077307224273681
n800,1107_800_4.csv,800,9.684483051300049,0.0078856945037841
n800,267_800_4.csv,800,2.9507951736450195,0.0262408256530761
n800,545_800_4.csv,800,10.421351909637451,0.0053520202636718
n800,527_800_4.csv,800,4.191809892654419,0.0162749290466308
n800,321_800_4.csv,800,11.281320095062256,0.0244078636169433
n800,876_800_4.csv,800,12.118576049804688,0.0058209896087646
n800,524_800_4.csv,800,7.366048097610474,0.0177280902862548
n800,134_800_4.csv,800,11.610727310180664,0.0047519207000732
n800,1100_800_4.csv,800,4.68754506111145,0.0066189765930175
n800,1031_800_4.csv,800,12.928253889083862,0.0128469467163085
n800,1047_800_4.csv,800,9.34320616722107,0.0189771652221679
n800,674_800_4.csv,800,9.613977909088137,0.0134429931640625
n800,994_800_4.csv,800,5.777678728103638,0.0062532424926757
n800,596_800_4.csv,800,15.177201271057127,0.0118770599365234
n800,540_800_4.csv,800,12.235754013061523,0.005295991897583
n800,476_800_4.csv,800,10.34215807914734,0.0044331550598144
n800,654_800_4.csv,800,4.906098127365112,0.0289490222930908
n800,417_800_4.csv,800,9.703980207443236,0.0101151466369628
n800,239_800_4.csv,800,21.02696704864502,0.0062091350555419
n800,880_800_4.csv,800,6.155365943908691,0.0107319355010986
n800,577_800_4.csv,800,6.877671718597412,0.0073611736297607
n800,296_800_4.csv,800,5.303987979888916,0.0074210166931152
n800,605_800_4.csv,800,10.404546737670898,0.0315961837768554
n800,61_800_4.csv,800,6.390695095062256,0.0077550411224365
n800,839_800_4.csv,800,8.295966148376465,0.0075330734252929
n800,94_800_4.csv,800,18.572102069854736,0.0234451293945312
n800,1212_800_4.csv,800,15.673321962356567,0.0089149475097656
n800,1111_800_4.csv,800,17.547825813293457,0.0057020187377929
n800,882_800_4.csv,800,13.356498956680298,0.042633056640625
n800,1157_800_4.csv,800,18.688802003860474,0.0085279941558837
n800,109_800_4.csv,800,9.74702000617981,0.006716251373291
n800,39_800_4.csv,800,14.70779275894165,0.0077769756317138
n800,809_800_4.csv,800,8.958091974258423,0.0074238777160644
n1000,48_1000_4.csv,1000,13.844888925552368,0.0181899070739746
n1000,571_1000_4.csv,1000,22.582690954208378,0.0122902393341064
n1000,173_1000_4.csv,1000,12.762107849121094,0.0115261077880859
n1000,1056_1000_4.csv,1000,22.678196907043457,0.0104517936706542
n1000,214_1000_4.csv,1000,9.326366901397703,0.0069580078125
n1000,541_1000_4.csv,1000,11.19011402130127,0.0137562751770019
n1000,363_1000_4.csv,1000,14.201458930969238,0.02187180519104
n1000,1108_1000_4.csv,1000,8.803911209106445,0.0070898532867431
n1000,787_1000_4.csv,1000,15.498819828033447,0.0283191204071044
n1000,154_1000_4.csv,1000,5.351413011550903,0.0083339214324951
n1000,339_1000_4.csv,1000,8.21035885810852,0.0062010288238525
n1000,1136_1000_4.csv,1000,12.44203805923462,0.0193731784820556
n1000,466_1000_4.csv,1000,12.661700010299684,0.021864891052246
n1000,60_1000_4.csv,1000,4.762162923812866,0.0159981250762939
n1000,655_1000_4.csv,1000,11.913992166519163,0.0113310813903808
n1000,521_1000_4.csv,1000,19.44214868545532,0.0323798656463623
n1000,919_1000_4.csv,1000,24.778815984725952,0.032938003540039
n1000,954_1000_4.csv,1000,10.984197854995728,0.0177931785583496
n1000,177_1000_4.csv,1000,6.19016695022583,0.0074367523193359
n1000,1080_1000_4.csv,1000,5.382837772369385,0.0086541175842285
n1000,1052_1000_4.csv,1000,20.401535034179688,0.0074038505554199
n1000,1021_1000_4.csv,1000,12.732573747634888,0.0081009864807128
n1000,712_1000_4.csv,1000,14.556862115859984,0.0302331447601318
n1000,1018_1000_4.csv,1000,13.839792966842651,0.0127620697021484
n1000,771_1000_4.csv,1000,4.367876291275024,0.0221819877624511
n1000,1167_1000_4.csv,1000,11.532792806625366,0.0127680301666259
