index,paramerter,true,pred,likelihood_lifespan,n
142,2,87.33815002441406,88.64453887939453,88.73745654857508,5000
142,3,66.75308227539062,67.70885467529297,65.25942381487695,5000
143,1,94.30938720703125,93.9397964477539,98.21475454342854,5000
143,2,31.248779296875,32.09043502807617,30.811958576102846,5000
143,3,29.50802230834961,28.787452697753906,29.647657780727467,5000
144,1,31.720169067382812,28.154098510742188,29.25699574368505,5000
144,2,4.05295991897583,4.137871265411377,4.276859528862596,5000
144,3,23.909252166748047,23.158292770385742,24.923898149039072,5000
145,1,72.38755798339844,71.46638488769531,71.52973783332746,5000
145,2,66.00617980957031,65.70316314697266,66.03999692778858,5000
145,3,47.39851760864258,47.29910659790039,45.87374130694217,5000
146,1,52.69237518310547,54.091392517089844,0.0,5000
146,2,51.89735794067383,54.23846435546875,0.0,5000
146,3,55.816558837890625,53.386287689208984,inf,5000
147,1,63.46824645996094,61.25107955932617,61.314395199633,5000
147,2,55.38560104370117,58.978546142578125,57.74979787435842,5000
147,3,45.941043853759766,47.601165771484375,47.5513128620585,5000
148,1,9.925247192382812,8.159326553344727,9.924576342852902,5000
148,2,33.462886810302734,34.342918395996094,34.02663963865292,5000
148,3,55.01372528076172,54.79179763793945,54.308550177197674,5000
149,1,42.79111862182617,42.63838577270508,43.04265075766752,5000
